location_id,place_id,attestation,latitude,longitude
loc_1469,yrdb1107,ds_816,,
loc_1470,yrdb1108,ds_812,35.45921389,115.6738111
loc_1471,yrdb1109,ds_808,34.86561389,114.4609806
loc_1472,yrdb1110,ds_811,34.88184722,114.3354583
loc_1473,yrdb1111,us_80112,36.48596155,110.1978529
loc_1474,yrdb1112,ds_809,34.26553889,117.1763306
loc_1475,yrdb1113,us_80918,35.17183815,110.8674192
loc_1476,yrdb1114,ds_822,33.96772778,118.2129639
loc_1477,yrdb1115,us_80935,34.97644039,111.199141
loc_1478,yrdb1116,us_80425,37.70868631,105.9440869
loc_1479,yrdb1117,ds_804,34.76843333,111.7553833
loc_1480,yrdb1118,us_81123,35.69441352,105.1599868
loc_1481,yrdb1119,us_70200,35.69861819,106.062591
loc_1482,yrdb1120,ds_805,36.61946944,116.7070583
loc_1483,yrdb1121,us_80134,35.84795015,109.1287528
loc_1484,yrdb1122,us_40069,35.07296919,110.4178775
loc_1485,yrdb1123,ds_821,35.83753889,116.1297944
loc_1486,yrdb1124,us_80198,35.04455557,108.2770291
loc_1487,yrdb1125,ds_806,33.50732222,118.8990917
loc_1488,yrdb1126,ds_289,36.00793611,115.8974417
loc_1489,yrdb1126,ds_819,36.03333333,115.9666667
loc_1490,yrdb1127,ds_818,36.06534444,116.0051611
loc_1491,yrdb1128,ds_819,36.03333333,115.9666667
loc_1492,yrdb1129,ds_817,34.46666667,114.9833333
loc_1493,yrdb1130,us_80033,34.92479798,112.6589862
loc_1494,yrdb1131,us_40301,38.11668141,109.3550212
loc_1495,yrdb1132,us_80430,37.81088495,106.0984277
loc_1496,yrdb1133,ds_969,39.24938056,115.9768667
loc_1497,yrdb1134,us_20240,36.14051877,101.6189452
loc_1498,yrdb1135,ds_185,33.72765833,118.3631167
loc_1499,yrdb1136,ds_968,40.84106667,111.7418111
loc_1500,yrdb1136,us_70031,40.78688411,111.6018494
loc_1501,yrdb1138,us_20255,37.05102246,108.0266685
loc_1502,yrdb1139,ds_1175,34.3841,115.6166
loc_1503,yrdb1139,ds_8,34.4,115.65
loc_1504,yrdb1139,ds_119,34.5,115.7
loc_1505,yrdb1139,ds_186,34.35,115.45
loc_1506,yrdb1139,ds_444,34.50965556,115.7990861
loc_1507,yrdb1139,ds_700,34.557025,115.4744361
loc_1508,yrdb1139,ds_723,,
loc_1509,yrdb1139,ds_778,34.34289444,115.6049944
loc_1510,yrdb1139,ds_967,34.41552222,115.6506833
loc_1511,yrdb1139,ds_1099,34.4245,115.356
loc_1512,yrdb1139,ds_1275,33.93038056,116.4437944
loc_1513,yrdb1139,ds_1377,34.44493333,115.4479889
loc_1514,yrdb1139,ds_1378,34.41552222,115.6506833
loc_1515,yrdb1141,us_70329,38.07288427,109.7777639
loc_1516,yrdb1141,us_80053,38.11761208,109.8028642
loc_1517,yrdb1143,us_40210,35.38041901,107.1987304
loc_1518,yrdb1144,us_40084,34.39516776,112.4896027
loc_1519,yrdb1145,us_10043,36.51817227,111.7252189
loc_1520,yrdb1146,us_10098,34.37877395,109.7353017
loc_1521,yrdb1147,ds_1103,34.2686,117.1969
loc_1522,yrdb1148,us_80025,34.40247451,112.483872
loc_1523,yrdb1149,ds_445,33.76140833,119.4969222
loc_1524,yrdb1150,ds_1296,36.09985278,114.3867
loc_1525,yrdb1151,us_20010,35.12432037,109.886902
loc_1526,yrdb1152,ds_1247,,
loc_1527,yrdb1153,ds_736,33.67661944,118.7328722
loc_1528,yrdb1154,ds_1657,,
loc_1529,yrdb1155,ds_1248,34.20820833,117.2786167
loc_1530,yrdb1156,ds_732,34.53558333,115.6654167
loc_1531,yrdb1157,ds_735,,
loc_1532,yrdb1158,ds_733,35.99468611,115.7755
loc_1533,yrdb1159,ds_734,34.05405833,118.0212944
loc_1534,yrdb1160,ds_34,34.15,117.65
loc_1535,yrdb1160,ds_86,34.33333333,117.2333333
loc_1536,yrdb1160,ds_90,34.53333333,117.1666667
loc_1537,yrdb1160,ds_147,34.09794722,117.5015167
loc_1538,yrdb1160,ds_172,34.41876111,117.2065583
loc_1539,yrdb1160,ds_192,34.23333333,117.2833333
loc_1540,yrdb1160,ds_238,34.21469722,117.2022722
loc_1541,yrdb1160,ds_247,34.14700278,117.6487111
loc_1542,yrdb1160,ds_261,34.26666667,117.2333333
loc_1543,yrdb1160,ds_311,34.23333333,117.2
loc_1544,yrdb1160,ds_314,34.27187222,117.3164
loc_1545,yrdb1160,ds_321,34.21740278,117.4695611
loc_1546,yrdb1160,ds_385,34.13333333,117.5
loc_1547,yrdb1160,ds_419,34.25671667,117.4136306
loc_1548,yrdb1160,ds_436,34.16330278,117.3189972
loc_1549,yrdb1160,ds_437,34.38240833,116.9915139
loc_1550,yrdb1160,ds_464,34.475575,117.9449861
loc_1551,yrdb1160,ds_490,34.22721389,117.2836194
loc_1552,yrdb1160,ds_560,,
loc_1553,yrdb1160,ds_636,34.26666667,117.05
loc_1554,yrdb1160,ds_682,34.26937222,117.1703972
loc_1555,yrdb1160,ds_701,34.14256944,117.427225
loc_1556,yrdb1160,ds_702,34.2631,117.1957
loc_1557,yrdb1160,ds_751,34.20820833,117.2786167
loc_1558,yrdb1160,ds_1103,34.2686,117.1969
loc_1559,yrdb1160,ds_1131,,
loc_1560,yrdb1160,ds_1530,34.2497,117.2826389
loc_1561,yrdb1160,ds_1531,,
loc_1562,yrdb1160,ds_1532,34.20820833,117.2786167
loc_1563,yrdb1161,ds_1249,37.5572,112.5146
loc_1564,yrdb1162,ds_737,33.91668889,116.7607667
loc_1565,yrdb1163,us_80824,40.37146354,113.2235527
loc_1566,yrdb1165,us_80984,36.31127976,113.2803544
loc_1567,yrdb1165,us_40113,36.32438701,113.284762
loc_1568,yrdb1166,ds_1120,36.70155556,116.7835333
loc_1569,yrdb1166,ds_1352,37.4345,116.353125
loc_1570,yrdb1167,ds_909,37.46524722,116.9557694
loc_1571,yrdb1168,ds_910,,
loc_1572,yrdb1168,ds_1350,35.980475,115.08455
loc_1573,yrdb1169,us_70438,35.93328595,105.8817894
loc_1574,yrdb1170,ds_911,35.62599167,106.1071389
loc_1575,yrdb1171,ds_1351,35.62599167,106.1071389
loc_1576,yrdb1172,ds_1568,30.29701667,108.0253972
loc_1577,yrdb1173,us_80866,38.57425852,112.7032494
loc_1578,yrdb1173,us_70101,38.5911056,112.7088288
loc_1579,yrdb1175,ds_1521,38.41614444,112.7277056
loc_1580,yrdb1176,us_70297,37.59721092,108.2441274
loc_1581,yrdb1177,ds_993,36.69335556,110.9352306
loc_1582,yrdb1181,ds_996,,
loc_1583,yrdb1181,ds_1597,35.08864722,112.9444528
loc_1584,yrdb1181,ds_1002,35.08864722,112.9444528
loc_1585,yrdb1181,ds_1448,34.90820556,112.7851361
loc_1586,yrdb1181,ds_1395,35.08864722,112.9444528
loc_1587,yrdb1183,us_40274,41.00694057,109.9841385
loc_1588,yrdb1183,us_40280,40.95633516,109.988739
loc_1589,yrdb1183,ds_995,,
loc_1590,yrdb1184,ds_994,,
loc_1591,yrdb1185,ds_997,32.97031389,117.161625
loc_1592,yrdb1186,us_70328,37.87058641,109.296623
loc_1593,yrdb1187,us_81089,35.30361804,103.2946198
loc_1594,yrdb1188,us_80915,35.32861078,110.6765656
loc_1595,yrdb1189,ds_547,35.06666667,114.1666667
loc_1596,yrdb1190,ds_923,37.15189167,116.2708722
loc_1597,yrdb1191,us_80423,37.47508942,105.7563751
loc_1598,yrdb1192,ds_431,37.06659444,115.6424639
loc_1599,yrdb1192,ds_658,37.13894444,115.8793444
loc_1600,yrdb1192,ds_1364,37.0679,115.6331
loc_1601,yrdb1194,us_70243,37.32793607,106.6585496
loc_1602,yrdb1194,us_80468,37.44171843,106.6824199
loc_1603,yrdb1195,us_80080,37.00960355,110.2231926
loc_1604,yrdb1196,us_80680,37.72677752,111.7012678
loc_1605,yrdb1197,ds_359,37.18080833,117.59375
loc_1606,yrdb1197,ds_631,37.24289722,117.6119222
loc_1607,yrdb1197,ds_669,37.27963056,117.8070472
loc_1608,yrdb1197,ds_767,37.27413611,117.7465389
loc_1609,yrdb1197,ds_1005,37.48333333,117.5166667
loc_1610,yrdb1197,ds_1006,37.48981944,117.5189472
loc_1611,yrdb1198,ds_265,33.558125,118.9522
loc_1612,yrdb1199,ds_421,34.95996944,113.935875
loc_1613,yrdb1200,us_30077,34.54040723,112.4915934
loc_1614,yrdb1202,us_20147,34.37697877,109.3086129
loc_1615,yrdb1202,us_40240,34.50174785,109.470569
loc_1616,yrdb1202,us_20007,34.41854907,109.3400216
loc_1617,yrdb1202,us_10101,34.36928308,109.3335219
loc_1618,yrdb1203,ds_1339,33.75219444,105.7382028
loc_1619,yrdb1204,ds_895,38.28805556,116.524
loc_1620,yrdb1205,us_70390,38.03742232,112.6902178
loc_1621,yrdb1207,us_30071,34.85895311,113.1912237
loc_1622,yrdb1207,us_10005,34.80744451,113.1955115
loc_1623,yrdb1208,ds_463,34.12501944,117.8458444
loc_1624,yrdb1209,ds_461,34.20820833,117.2786167
loc_1625,yrdb1210,ds_462,34.6174,116.8096333
loc_1626,yrdb1211,us_81080,40.66796828,110.6652052
loc_1627,yrdb1212,ds_105,33.96666667,117.9166667
loc_1628,yrdb1213,ds_1347,34.95608611,115.8771056
loc_1629,yrdb1214,ds_104,33.7,119.2166667
loc_1630,yrdb1215,ds_926,,
loc_1631,yrdb1216,ds_146,35.58333333,114.5
loc_1632,yrdb1217,ds_147,34.09794722,117.5015167
loc_1633,yrdb1218,ds_990,34.99840556,113.7798333
loc_1634,yrdb1219,ds_245,37.75,118.3833333
loc_1635,yrdb1220,ds_246,,
loc_1636,yrdb1221,us_80332,36.21581774,101.8667372
loc_1637,yrdb1222,us_70189,36.5214784,104.9909591
loc_1638,yrdb1222,us_80402,36.62465074,104.9961424
loc_1639,yrdb1223,us_80447,39.08941079,106.3716526
loc_1640,yrdb1224,ds_1188,40.27613611,111.1859833
loc_1641,yrdb1225,ds_209,40.23333333,111.2666667
loc_1642,yrdb1226,us_81058,40.68387275,111.0764494
loc_1643,yrdb1228,ds_1539,32.39625278,119.4074722
loc_1644,yrdb1228,ds_1259,32.39625278,119.4074722
loc_1645,yrdb1228,ds_1540,32.52246111,119.5144444
loc_1646,yrdb1230,ds_155,34.06666667,114.4
loc_1647,yrdb1230,ds_939,34.06127222,114.3891722
loc_1648,yrdb1231,us_20061,35.33793964,110.4022856
loc_1649,yrdb1232,ds_154,34.38333333,107.9
loc_1650,yrdb1232,ds_938,34.36474444,107.8722778
loc_1651,yrdb1233,ds_941,,
loc_1652,yrdb1234,us_20127,36.52879217,101.0677913
loc_1653,yrdb1235,us_80337,35.16987244,102.3916983
loc_1654,yrdb1236,ds_312,34.88333333,113.95
loc_1655,yrdb1237,us_80891,37.06219792,113.5961717
loc_1656,yrdb1238,us_70123,40.37479688,113.1411164
loc_1657,yrdb1238,us_80825,40.35555907,113.1167656
loc_1658,yrdb1239,us_80641,40.32375013,112.9599929
loc_1659,yrdb1239,us_70122,40.3303561,112.9875937
loc_1660,yrdb1241,us_80098,36.77513465,109.2023951
loc_1661,yrdb1242,us_80299,34.70357173,107.6214248
loc_1662,yrdb1243,us_81085,40.58162974,110.4584471
loc_1663,yrdb1244,us_80953,35.2888496,112.8304851
loc_1664,yrdb1245,ds_1304,40.2359,111.1673
loc_1665,yrdb1246,us_10130,38.66310692,109.4379214
loc_1666,yrdb1247,us_20149,34.36774092,109.2069966
loc_1667,yrdb1248,us_80600,40.71170557,111.1241628
loc_1668,yrdb1248,us_81042,40.58503784,111.2218617
loc_1669,yrdb1249,us_81114,35.88753926,103.7649377
loc_1670,yrdb1250,us_70167,35.75739392,102.4567684
loc_1671,yrdb1251,us_80581,35.31597968,108.1695288
loc_1672,yrdb1252,us_80681,37.88582221,112.1306885
loc_1673,yrdb1253,us_30035,35.52282926,103.7756868
loc_1674,yrdb1254,us_70437,34.76233247,106.453296
loc_1675,yrdb1254,us_80263,34.9103746,106.6649615
loc_1676,yrdb1255,us_70398,37.85932974,113.9104817
loc_1677,yrdb1256,ds_956,37.32135833,115.9549861
loc_1678,yrdb1257,us_80259,34.62800914,109.5721327
loc_1679,yrdb1257,us_80926,34.89010184,110.6765656
loc_1680,yrdb1258,us_20078,34.93538065,113.4221351
loc_1681,yrdb1258,us_20183,34.91831644,113.4323866
loc_1682,yrdb1258,us_30019,34.94444507,113.433704
loc_1683,yrdb1259,ds_8,34.4,115.65
loc_1684,yrdb1260,us_20133,34.24395381,106.9418772
loc_1685,yrdb1260,us_20263,34.23829273,106.9494528
loc_1686,yrdb1260,us_70449,34.21876621,106.9638419
loc_1687,yrdb1260,us_40216,34.19486528,106.9014911
loc_1688,yrdb1260,us_40277,34.06249775,106.931712
loc_1689,yrdb1261,us_70323,36.34515121,109.0669876
loc_1690,yrdb1262,us_80186,34.53054281,109.9254048
loc_1691,yrdb1263,us_80105,36.84375969,110.0859425
loc_1692,yrdb1264,ds_1198,37.4365,112.0336
loc_1693,yrdb1265,us_40178,34.46941456,112.562652
loc_1694,yrdb1266,us_80240,34.1945185,108.6614046
loc_1695,yrdb1267,us_80251,34.32575878,109.1525615
loc_1696,yrdb1268,us_70268,34.08570284,107.6372338
loc_1697,yrdb1268,us_80289,34.17264512,107.675114
loc_1698,yrdb1269,us_80253,34.40529835,109.2599399
loc_1699,yrdb1270,ds_718,35.005425,114.647525
loc_1700,yrdb1271,ds_15,35.15,113.8333333
loc_1701,yrdb1271,ds_1234,35.30448333,113.921175
loc_1702,yrdb1271,ds_1523,35.30448333,113.921175
loc_1703,yrdb1272,us_70285,37.20218335,107.8149279
loc_1704,yrdb1273,us_80274,34.68766381,107.0765788
loc_1705,yrdb1274,ds_1522,35.39860833,114.0584167
loc_1706,yrdb1275,us_80884,37.87105378,113.8597315
loc_1707,yrdb1275,us_70154,37.8840932,113.8723692
loc_1708,yrdb1277,us_10020,34.33527416,112.391161
loc_1709,yrdb1277,us_10147,39.0000325,112.3452885
loc_1710,yrdb1277,ds_12,30.06666667,101.1333333
loc_1711,yrdb1277,ds_1232,,
loc_1712,yrdb1278,us_80553,35.64088527,106.956245
loc_1713,yrdb1279,us_81134,35.97387776,105.6780181
loc_1714,yrdb1280,us_80178,34.81678577,110.149571
loc_1715,yrdb1282,ds_1231,34.72958889,112.1275556
loc_1716,yrdb1282,us_40015,34.68729706,111.5575862
loc_1717,yrdb1283,us_70283,37.06822936,108.025427
loc_1718,yrdb1284,ds_716,34.07249167,117.7510167
loc_1719,yrdb1285,us_80525,34.57369304,104.6322718
loc_1720,yrdb1286,us_80524,34.63974695,104.641079
loc_1721,yrdb1287,ds_1233,35.04445833,108.0730056
loc_1722,yrdb1288,us_70138,40.64915435,114.0939571
loc_1723,yrdb1288,us_80811,40.64865571,114.0778499
loc_1724,yrdb1289,us_80188,34.53199774,109.6569039
loc_1725,yrdb1290,ds_725,33.72363611,118.6980389
loc_1726,yrdb1290,ds_35,28.91666667,111.45
loc_1727,yrdb1291,us_80126,36.29283377,109.1942782
loc_1728,yrdb1292,us_80615,40.23002736,112.0647985
loc_1729,yrdb1292,us_81065,40.24081968,112.0716147
loc_1730,yrdb1293,us_81007,36.61800881,112.723698
loc_1731,yrdb1294,ds_717,34.82658611,115.5366222
loc_1732,yrdb1295,ds_719,33.76226667,119.7206944
loc_1733,yrdb1296,ds_721,,
loc_1734,yrdb1297,ds_720,,
loc_1735,yrdb1298,ds_724,32.53909167,121.013225
loc_1736,yrdb1299,us_80387,35.68296327,104.1368395
loc_1737,yrdb1300,ds_1235,34.39679722,113.7343028
loc_1738,yrdb1301,us_80559,35.03424337,107.2743344
loc_1739,yrdb1302,ds_723,,
loc_1740,yrdb1302,ds_722,34.52223056,115.5868583
loc_1741,yrdb1303,us_80099,36.46346257,108.8363948
loc_1742,yrdb1303,us_80131,36.468718,108.8356124
loc_1743,yrdb1304,us_80717,37.97216076,111.2991119
loc_1744,yrdb1305,us_80875,38.0278264,112.9418164
loc_1745,yrdb1306,us_70458,36.30032017,107.497248
loc_1746,yrdb1307,us_80214,34.80497798,108.7239334
loc_1747,yrdb1308,ds_1480,30.29784722,109.4745861
loc_1748,yrdb1309,us_20182,34.75757795,113.1552513
loc_1749,yrdb1309,us_40187,34.8298708,113.223688
loc_1750,yrdb1310,ds_1507,31.30541111,117.8970361
loc_1751,yrdb1311,ds_1201,37.77089722,117.6198778
loc_1752,yrdb1312,us_70298,37.42225061,107.9844207
loc_1753,yrdb1313,ds_307,34.12488889,117.8734722
loc_1754,yrdb1314,us_81158,35.38768447,108.0500561
loc_1755,yrdb1315,ds_536,,
loc_1756,yrdb1316,ds_537,33.77518889,119.2193583
loc_1757,yrdb1317,us_40137,39.96248018,111.5052338
loc_1758,yrdb1318,ds_1043,33.62814167,113.3507222
loc_1759,yrdb1319,us_20093,34.2909302,109.1634511
loc_1760,yrdb1320,ds_416,,
loc_1761,yrdb1321,us_20085,34.2196075,108.8687403
loc_1762,yrdb1321,us_20224,34.65573745,112.6367682
loc_1763,yrdb1321,us_30082,34.68139429,112.6284683
loc_1764,yrdb1321,us_40169,34.67419202,112.6428864
loc_1765,yrdb1322,ds_1545,39.34823611,115.4908694
loc_1766,yrdb1323,ds_1754,38.99334444,116.1023056
loc_1767,yrdb1324,us_30108,37.58983976,113.9020514
loc_1768,yrdb1325,us_80619,39.25247053,111.4740611
loc_1769,yrdb1326,ds_1302,32.3491,105.7092
loc_1770,yrdb1327,us_81033,40.36237527,109.7177533
loc_1771,yrdb1328,us_20219,34.67875155,112.5559079
loc_1772,yrdb1329,ds_368,34.38333333,115.85
loc_1773,yrdb1329,ds_1024,,
loc_1774,yrdb1329,ds_1610,,
loc_1775,yrdb1329,ds_1774,,
loc_1776,yrdb1330,ds_1775,,
loc_1777,yrdb1331,ds_1611,,
loc_1778,yrdb1332,ds_1612,,
loc_1779,yrdb1332,ds_1776,,
loc_1780,yrdb1333,us_40011,37.39843498,111.9915436
loc_1781,yrdb1333,ds_1025,37.73988056,112.4861472
loc_1782,yrdb1334,us_80248,34.16469116,109.4110651
loc_1783,yrdb1335,us_70087,37.02557814,112.1553391
loc_1784,yrdb1335,us_80749,37.01107641,112.1602253
loc_1785,yrdb1336,us_80677,38.251625,111.5240466
loc_1786,yrdb1337,us_80227,34.23229979,108.2617183
loc_1787,yrdb1338,ds_298,38.301675,116.5483694
loc_1788,yrdb1339,ds_1427,40.1835,117.9679
loc_1789,yrdb1340,ds_1030,37.14090556,104.1474722
loc_1790,yrdb1341,us_10076,34.95455286,110.4344618
loc_1791,yrdb1342,us_80736,37.11331942,110.9764784
loc_1792,yrdb1343,us_80788,36.14541887,111.7103561
loc_1793,yrdb1344,ds_481,34.04196389,117.6459667
loc_1794,yrdb1344,ds_482,,
loc_1795,yrdb1345,ds_479,34.79709167,116.8243861
loc_1796,yrdb1346,us_80713,37.86537361,110.6311242
loc_1797,yrdb1347,us_10055,35.35870538,111.2886393
loc_1798,yrdb1347,us_10060,34.68643603,111.0165679
loc_1799,yrdb1347,us_40071,34.72568577,111.1052591
loc_1800,yrdb1347,us_80006,34.6707264,111.061262
loc_1801,yrdb1350,us_20096,34.3259187,109.2145881
loc_1802,yrdb1350,us_20145,34.33817982,109.2069966
loc_1803,yrdb1351,ds_480,34.25825278,116.8054944
loc_1804,yrdb1352,us_10022,35.04550695,112.5097968
loc_1805,yrdb1353,ds_14,34.80126667,115.5953833
loc_1806,yrdb1353,ds_25,34.96666667,115.2
loc_1807,yrdb1353,ds_47,34.75,115.5666667
loc_1808,yrdb1353,ds_52,34.83333333,115.5333333
loc_1809,yrdb1353,ds_236,34.78333333,115.7833333
loc_1810,yrdb1353,ds_286,34.83333333,115.5333333
loc_1811,yrdb1353,ds_339,34.83333333,115.55
loc_1812,yrdb1353,ds_364,,
loc_1813,yrdb1353,ds_433,34.74951111,115.4760833
loc_1814,yrdb1353,ds_575,34.87120833,115.2840972
loc_1815,yrdb1353,ds_585,34.8267,115.5487
loc_1816,yrdb1353,ds_632,34.82135278,115.6148389
loc_1817,yrdb1353,ds_647,34.679875,115.7601194
loc_1818,yrdb1353,ds_654,34.83333333,115.5666667
loc_1819,yrdb1353,ds_842,,
loc_1820,yrdb1353,ds_887,34.82627222,115.5303611
loc_1821,yrdb1354,ds_47,34.75,115.5666667
loc_1822,yrdb1355,us_81159,35.52628056,108.0273354
loc_1823,yrdb1356,ds_49,,
loc_1824,yrdb1357,ds_50,37.01666667,117.2333333
loc_1825,yrdb1358,us_80265,34.88651273,106.7504666
loc_1826,yrdb1359,ds_48,34.88333333,114.35
loc_1827,yrdb1360,ds_542,35.25546389,115.4850222
loc_1828,yrdb1360,ds_913,35.07184167,115.5675167
loc_1829,yrdb1360,ds_1014,35.06666667,115.5666667
loc_1830,yrdb1360,ds_1015,35.23403611,115.4746889
loc_1831,yrdb1360,ds_1334,35.2494,115.4534
loc_1832,yrdb1361,us_80929,35.24227223,111.096898
loc_1833,yrdb1362,ds_46,35.7,115.0166667
loc_1834,yrdb1363,ds_51,34.83333333,114.9166667
loc_1835,yrdb1364,ds_53,33.7,113.2333333
loc_1836,yrdb1365,us_30003,34.69384527,110.9749314
loc_1837,yrdb1365,us_20159,34.64487625,110.9732724
loc_1838,yrdb1367,us_20070,34.83025099,112.3533169
loc_1839,yrdb1368,us_30024,35.93245803,107.3191745
loc_1840,yrdb1369,us_10126,37.67922097,107.4480041
loc_1841,yrdb1370,ds_1163,38.0282,108.9376
loc_1842,yrdb1370,ds_1164,40.32947222,107.0031333
loc_1843,yrdb1372,ds_890,36.05351944,115.5900556
loc_1844,yrdb1373,ds_892,,
loc_1845,yrdb1374,ds_891,34.79297222,110.0978583
loc_1846,yrdb1375,us_40050,35.86812846,106.4935749
loc_1847,yrdb1376,us_40193,35.84669899,106.1504513
loc_1848,yrdb1377,ds_420,35.1007,113.3911889
loc_1849,yrdb1378,us_80043,39.17558152,110.9637712
loc_1850,yrdb1378,us_70341,39.14724992,110.9642135
loc_1851,yrdb1380,us_80562,36.88143386,107.4901807
loc_1852,yrdb1381,us_80565,36.4656456,107.465188
loc_1853,yrdb1382,us_30029,34.32575878,105.5434536
loc_1854,yrdb1383,us_30119,34.50457302,108.2813674
loc_1855,yrdb1384,ds_867,34.62337222,114.2771167
loc_1856,yrdb1385,us_80941,34.75377782,110.8583309
loc_1857,yrdb1386,ds_860,35.345175,114.8638417
loc_1858,yrdb1387,ds_862,36.74251944,116.9194139
loc_1859,yrdb1388,ds_864,33.88694444,118.3120861
loc_1860,yrdb1389,ds_865,34.86265556,114.3853694
loc_1861,yrdb1390,us_81141,35.10594816,105.9324896
loc_1862,yrdb1391,us_80732,37.370063,111.1582438
loc_1863,yrdb1392,ds_861,34.02013611,117.8570028
loc_1864,yrdb1393,ds_858,33.54502778,118.9302444
loc_1865,yrdb1394,ds_859,34.00207778,118.0367556
loc_1866,yrdb1395,ds_863,35.00522222,114.0845083
loc_1867,yrdb1396,ds_866,34.60010833,116.2358472
loc_1868,yrdb1397,ds_868,34.98583333,114.3668028
loc_1869,yrdb1398,us_70117,40.23945451,112.3290621
loc_1870,yrdb1398,us_80628,40.22377918,112.3147259
loc_1871,yrdb1399,us_81090,35.30816217,103.1196707
loc_1872,yrdb1400,us_80998,36.93155406,112.5760136
loc_1873,yrdb1401,us_70217,38.00864103,106.0051822
loc_1874,yrdb1401,us_80485,36.22472035,105.8606594
loc_1875,yrdb1402,ds_332,34.89785278,114.8255056
loc_1876,yrdb1403,ds_325,34.59249167,116.1419222
loc_1877,yrdb1404,ds_324,35.43327222,114.4377278
loc_1878,yrdb1405,us_20184,34.89429804,113.066568
loc_1879,yrdb1406,ds_323,35.94024444,115.8448667
loc_1880,yrdb1407,us_80541,34.25151628,105.904278
loc_1881,yrdb1408,ds_333,34.06666667,117.9166667
loc_1882,yrdb1409,ds_328,34.58456389,116.7021778
loc_1883,yrdb1410,us_80593,36.72466124,108.2172422
loc_1884,yrdb1411,ds_326,36.74735,116.8765333
loc_1885,yrdb1412,ds_330,33.61810278,119.1438222
loc_1886,yrdb1413,ds_329,34.46666667,116.4833333
loc_1887,yrdb1414,ds_327,34.81666667,117.1333333
loc_1888,yrdb1415,us_80837,39.63531382,113.6620616
loc_1889,yrdb1416,us_70198,36.47227081,106.0926623
loc_1890,yrdb1416,us_70252,36.47227081,106.0899286
loc_1891,yrdb1416,us_80479,36.61474373,106.1338844
loc_1892,yrdb1417,ds_331,34.87510278,114.8194306
loc_1893,yrdb1419,ds_322,34.25216667,117.2763278
loc_1894,yrdb1420,us_80453,38.62013132,106.3987666
loc_1895,yrdb1420,us_70235,38.54719073,106.4152454
loc_1896,yrdb1422,us_40031,35.61657958,109.2694471
loc_1897,yrdb1422,us_40054,35.57114126,109.262262
loc_1898,yrdb1423,us_80295,34.31183936,107.9932723
loc_1899,yrdb1424,ds_727,34.78067222,114.2676361
loc_1900,yrdb1424,ds_728,34.77493333,114.2551361
loc_1901,yrdb1425,us_10103,34.11935707,109.0266507
loc_1902,yrdb1426,us_40231,34.20904654,109.0213065
loc_1903,yrdb1427,ds_139,36.06666667,115.6
loc_1904,yrdb1428,ds_138,35.93333333,116.35
loc_1905,yrdb1429,us_81070,40.34760683,111.3513695
loc_1906,yrdb1430,us_10083,35.17284268,110.0311002
loc_1907,yrdb1431,us_80242,34.09111706,109.0034248
loc_1908,yrdb1432,us_80746,37.14512836,112.1216002
loc_1909,yrdb1433,us_20008,34.39637824,108.7931412
loc_1910,yrdb1433,us_20095,34.33876984,108.7578826
loc_1911,yrdb1433,us_20139,34.33633225,108.7580374
loc_1912,yrdb1433,us_10107,34.29572891,108.7767247
loc_1913,yrdb1433,us_40221,34.37241471,108.7739853
loc_1914,yrdb1435,us_20003,34.74372118,107.632868
loc_1915,yrdb1435,us_10121,34.61050914,107.6947665
loc_1916,yrdb1436,us_80267,34.79305374,106.9453385
loc_1917,yrdb1437,ds_452,34.65372222,114.7333861
loc_1918,yrdb1437,ds_1122,34.55213889,114.7778528
loc_1919,yrdb1438,ds_1465,35.57555833,114.5134694
loc_1920,yrdb1439,us_70028,39.24761711,111.2301629
loc_1921,yrdb1440,ds_1265,36.4075,116.3147
loc_1922,yrdb1440,ds_761,35.91520278,116.3040778
loc_1923,yrdb1442,ds_763,36.84371111,117.1659778
loc_1924,yrdb1443,us_80443,38.25305049,106.2465114
loc_1925,yrdb1444,us_80200,35.22423876,108.5050885
loc_1926,yrdb1445,us_81127,35.02415375,104.7419265
loc_1927,yrdb1446,us_80778,36.3226401,111.6808192
loc_1928,yrdb1447,ds_753,34.81827778,115.352975
loc_1929,yrdb1448,us_70345,38.98049087,110.4475338
loc_1930,yrdb1449,ds_758,,
loc_1931,yrdb1449,ds_759,33.85,118.4
loc_1932,yrdb1449,ds_760,37.20771667,117.7061778
loc_1933,yrdb1450,us_80156,35.31684876,108.7976766
loc_1934,yrdb1451,ds_756,34.883525,115.1683889
loc_1935,yrdb1452,ds_754,34.95864167,114.3315333
loc_1936,yrdb1453,ds_757,34.30225278,116.624975
loc_1937,yrdb1454,ds_755,33.78008889,119.2287639
loc_1938,yrdb1455,ds_752,34.6174,116.8096333
loc_1939,yrdb1456,ds_750,,
loc_1940,yrdb1457,ds_765,35.873025,115.8976278
loc_1941,yrdb1458,us_40083,34.27062475,112.377035
loc_1942,yrdb1459,ds_749,,
loc_1943,yrdb1460,ds_762,34.86336389,113.8688306
loc_1944,yrdb1461,ds_751,34.20820833,117.2786167
loc_1945,yrdb1462,us_70103,38.79916925,112.607827
loc_1946,yrdb1463,us_10046,36.15751954,111.7362916
loc_1947,yrdb1464,us_40226,35.51315565,110.4774388
loc_1948,yrdb1465,ds_764,34.44360556,116.3608389
loc_1949,yrdb1466,ds_524,,
